Order ID,Item Name,Category,Quantity,Selling Price (EGP),Total Price (EGP)
66840,Hamburger 531,Appetizer,1,50,50
42907,Taco 439,Main Course,2,106,212
69800,Curry 780,Soup,4,58,232
81622,Falafel 701,Snack,3,100,300
80462,Pancake 617,Soup,2,59,118
61529,Kunafa 580,Dessert,1,197,197
14434,Baklava 194,Snack,2,73,146
64271,Curry 441,Soup,4,73,292
31914,Curry 780,Soup,1,58,58
61827,Pasta 835,Snack,3,95,285
26592,Croissant 237,Appetizer,4,124,496
34087,Falafel 888,Main Course,3,81,243
14974,Pasta 316,Appetizer,1,144,144
52723,Hamburger 576,Breakfast,4,50,200
73912,Pasta 341,Breakfast,4,84,336
38084,Taco 346,Snack,3,68,204
20425,Falafel 282,Soup,3,60,180
95596,Biryani 449,Main Course,5,99,495
49991,Taco 654,Appetizer,4,41,164
88201,Falafel 452,Breakfast,3,61,183
56923,Hamburger 414,Dessert,3,50,150
82850,Baklava 840,Appetizer,1,148,148
15040,Pancake 286,Breakfast,1,73,73
29783,Kunafa 175,Dessert,1,121,121
49842,Shawarma,Snack,3,92,276
49019,Taco 313,Snack,3,57,171
74482,Croissant 813,Breakfast,1,50,50
62301,Pancake 838,Soup,2,51,102
43040,Baklava 773,Snack,4,82,328
16463,Molokhia 706,Main Course,1,76,76
14807,Falafel 388,Appetizer,4,53,212
58950,Hamburger 722,Main Course,2,50,100
23213,Hummus 918,Appetizer,5,55,275
10428,Molokhia 869,Main Course,2,53,106
56971,Molokhia 728,Main Course,4,94,376
24801,Paella 918,Breakfast,2,84,168
95178,Falafel 169,Appetizer,2,76,152
69747,Croissant 168,Main Course,1,50,50
65355,Pasta 834,Snack,4,79,316
96432,Kunafa 425,Dessert,4,106,424
49983,Croissant 692,Appetizer,5,46,230
76439,Shakshuka 744,Breakfast,2,54,108
58970,Hummus 744,Appetizer,1,54,54
56261,Biryani 152,Main Course,1,110,110
71760,Croissant 463,Dessert,5,141,705
28679,Kunafa 409,Dessert,4,146,584
11445,Hamburger 74,Dessert,4,50,200
81787,Falafel 602,Breakfast,2,97,194
86067,Croissant 893,Main Course,5,85,425
48254,Pasta 257,Snack,2,80,160
27202,Molokhia 557,Main Course,3,91,273
72930,Paella 892,Snack,4,96,384
36145,Paella 70,Soup,2,62,124
23674,Hamburger 626,Main Course,1,50,50
49571,Paella 32,Snack,3,53,159
96780,Croissant 697,Appetizer,5,131,655
43138,Molokhia 728,Main Course,2,94,188
81286,Falafel 146,Snack,3,56,168
31619,Pancake 920,Dessert,1,179,179
21989,Pancake 232,Snack,4,53,212
94819,Pancake 40,Soup,3,73,219
53008,Curry 741,Main Course,2,143,286
82896,Pasta 348,Breakfast,4,80,320
19427,Hamburger 929,Breakfast,1,50,50
55023,Falafel 862,Breakfast,4,60,240
18749,Croissant 239,Snack,1,70,70
31062,Ful Medames,Breakfast,4,77,308
70868,Croissant 847,Snack,2,92,184
63318,Paella 146,Snack,2,76,152
34474,Croissant 168,Main Course,5,50,250
35419,Paella 334,Dessert,4,108,432
13915,Pancake 838,Soup,1,51,51
77952,Shakshuka 183,Breakfast,2,95,190
62068,Hamburger 129,Dessert,1,50,50
10363,Taco 536,Dessert,1,113,113
28111,Pasta 324,Snack,2,100,200
93002,Croissant 697,Appetizer,3,131,393
32669,Taco 76,Appetizer,1,88,88
16859,Falafel 341,Appetizer,5,120,600
17811,Pancake 958,Snack,2,98,196
42296,Falafel 303,Main Course,1,127,127
71035,Baklava 643,Soup,2,72,144
42571,Curry 392,Appetizer,2,41,82
61101,Pancake 515,Soup,2,53,106
57481,Pasta 472,Main Course,2,68,136
40723,Hamburger 74,Dessert,4,50,200
27821,Molokhia 760,Main Course,1,124,124
54122,Taco 994,Appetizer,4,51,204
78027,Pancake 709,Soup,3,46,138
78438,Paella 217,Appetizer,2,77,154
73918,Harira 782,Soup,4,51,204
87036,Fattoush 342,Salad,2,135,270
20391,Baklava 935,Breakfast,1,79,79
75128,Hummus 734,Appetizer,1,68,68
71193,Croissant 692,Appetizer,2,46,92
21860,Baklava 569,Appetizer,2,81,162
47180,Pancake 162,Snack,3,88,264
23552,Pasta 686,Appetizer,4,126,504
63875,Curry 441,Soup,1,73,73
33172,Falafel 102,Breakfast,3,66,198
64867,Hamburger 711,Breakfast,2,50,100
12331,Shakshuka 183,Breakfast,5,95,475
53993,Fattoush 980,Salad,1,72,72
28593,Kunafa 759,Dessert,5,135,675
93490,Hamburger 122,Main Course,1,50,50
97022,Tabbouleh 794,Salad,5,95,475
50581,Croissant 496,Breakfast,3,79,237
98292,Croissant 317,Breakfast,5,60,300
58872,Croissant 85,Dessert,5,80,400
32635,Hamburger 712,Dessert,4,50,200
59135,Pancake 880,Appetizer,3,47,141
96818,Taco 536,Dessert,1,113,113
76420,Curry 653,Soup,2,49,98
76439,Paella 432,Soup,5,55,275
66266,Kunafa 331,Dessert,5,187,935
12853,Pasta 3,Breakfast,3,99,297
18427,Paella 728,Breakfast,1,50,50
61216,Taco 433,Breakfast,2,58,116
94334,Curry 488,Soup,3,67,201
20986,Biryani 666,Main Course,5,106,530
69250,Croissant 737,Soup,3,79,237
19124,Shakshuka 193,Breakfast,3,55,165
32845,Paella 27,Snack,3,86,258
67166,Pasta 314,Main Course,1,67,67
70963,Baklava 454,Main Course,4,104,416
83181,Pancake 232,Snack,2,53,106
89703,Falafel 602,Breakfast,3,97,291
48930,Pancake 286,Breakfast,3,73,219
35484,Falafel 720,Soup,5,77,385
74558,Mansaf 699,Main Course,5,86,430
11903,Tabbouleh 189,Salad,5,48,240
43497,Baklava 522,Dessert,1,151,151
32470,Shakshuka 663,Breakfast,5,66,330
84329,Pasta 714,Soup,1,72,72
77159,Curry 616,Appetizer,3,135,405
44845,Taco 384,Main Course,3,142,426
42154,Baklava 591,Dessert,4,163,652
35568,Molokhia 124,Main Course,1,134,134
57082,Baklava 127,Breakfast,3,92,276
33069,Pancake 204,Appetizer,1,112,112
18834,Croissant 567,Dessert,2,152,304
20063,Croissant 472,Main Course,5,121,605
49122,Hummus 923,Appetizer,1,144,144
78767,Pasta 275,Soup,5,77,385
36127,Hamburger 871,Appetizer,3,50,150
40661,Hamburger 712,Snack,1,50,50
91585,Baklava 516,Dessert,1,162,162
43549,Pancake 711,Dessert,5,82,410
46129,Croissant 668,Main Course,2,67,134
69326,Hummus 839,Appetizer,3,116,348
94075,Croissant 304,Snack,2,80,160
21920,Paella 403,Appetizer,2,83,166
68858,Hamburger 742,Snack,3,50,150
63856,Pancake 313,Appetizer,2,46,92
40448,Paella 542,Soup,4,66,264
79015,Baklava 841,Appetizer,2,144,288
60476,Paella 15,Breakfast,4,54,216
17857,Biryani 449,Main Course,3,99,297
34460,Taco 907,Soup,2,46,92
44827,Paella 643,Breakfast,4,54,216
33562,Pasta 92,Dessert,3,115,345
99533,Hamburger 231,Breakfast,1,50,50
70070,Hamburger 531,Appetizer,1,50,50
62366,Paella 394,Soup,3,54,162
54987,Shakshuka 553,Breakfast,4,71,284
15494,Curry 714,Appetizer,5,121,605
12813,Croissant 718,Main Course,4,91,364
44298,Falafel 415,Appetizer,5,127,635
31145,Croissant 811,Appetizer,3,114,342
93692,Paella 984,Appetizer,1,130,130
97693,Croissant 476,Soup,3,63,189
73399,Baklava 28,Soup,3,40,120
96418,Pasta 25,Soup,2,56,112
85902,Shakshuka 442,Breakfast,4,95,380
11836,Hamburger 962,Breakfast,1,50,50
36167,Curry 730,Dessert,1,166,166
53351,Falafel 450,Breakfast,1,92,92
92006,Baklava 569,Appetizer,4,81,324
12890,Pasta 985,Dessert,2,165,330
11433,Hamburger 126,Main Course,1,50,50
22952,Tabbouleh 572,Salad,1,118,118
46954,Pancake 493,Soup,2,51,102
59114,Paella 518,Soup,1,49,49
74750,Taco 313,Breakfast,2,71,142
44111,Falafel 888,Main Course,2,81,162
51332,Pancake 709,Soup,4,46,184
48194,Baklava 43,Dessert,3,150,450
29603,Baklava 591,Dessert,3,163,489
97566,Falafel 794,Breakfast,2,62,124
70078,Pasta 147,Appetizer,4,52,208
59029,Molokhia 103,Main Course,5,100,500
82858,Taco 187,Snack,4,97,388
24958,Pasta 3,Breakfast,1,99,99
37699,Paella 535,Snack,3,88,264
67328,Hamburger 119,Snack,1,50,50
20564,Pancake 744,Main Course,4,136,544
16001,Taco 330,Dessert,2,96,192
18919,Pancake 905,Dessert,1,174,174
35179,Pancake 321,Snack,3,65,195
68107,Pasta 234,Snack,4,85,340
92033,Falafel 104,Snack,4,57,228
17191,Pasta 314,Main Course,2,67,134
84234,Falafel 74,Appetizer,5,93,465
25963,Falafel 422,Breakfast,1,87,87
83656,Taco 384,Main Course,5,142,710
20050,Baklava 297,Breakfast,3,80,240
88506,Curry 653,Soup,3,49,147
72841,Pasta 471,Dessert,5,185,925
44437,Paella 401,Soup,5,45,225
58042,Paella 918,Breakfast,4,84,336
50824,Curry 943,Breakfast,5,67,335
12794,Paella 893,Snack,4,78,312
31756,Hamburger 737,Appetizer,1,50,50
84850,Pasta 788,Soup,4,66,264
65867,Paella 11,Breakfast,2,52,104
94489,Taco 119,Appetizer,3,128,384
45973,Curry 142,Dessert,4,172,688
90578,Taco 33,Soup,1,54,54
20769,Baklava 436,Dessert,2,127,254
35647,Pancake 515,Soup,1,53,53
35413,Pasta 861,Appetizer,3,46,138
93855,Shakshuka 471,Breakfast,4,73,292
72996,Baklava 385,Snack,2,65,130
83224,Hamburger 113,Dessert,5,50,250
93929,Taco 255,Main Course,5,46,230
61424,Biryani 190,Main Course,4,52,208
96473,Pancake 735,Appetizer,3,52,156
15038,Pancake 270,Soup,4,61,244
90356,Falafel 216,Dessert,2,186,372
47941,Falafel 941,Dessert,3,128,384
22435,Baklava 140,Dessert,2,92,184
66298,Baklava 194,Snack,4,73,292
74112,Hamburger 405,Main Course,3,50,150
88918,Baklava 998,Dessert,4,192,768
40949,Paella 804,Breakfast,3,86,258
76350,Harira 782,Soup,5,51,255
87370,Hamburger 741,Main Course,4,50,200
54272,Harira 233,Soup,3,71,213
98966,Pasta 139,Breakfast,3,95,285
66753,Taco 346,Snack,1,68,68
71682,Taco 255,Main Course,3,46,138
26661,Hamburger 411,Appetizer,5,50,250
84393,Falafel 862,Breakfast,1,60,60
66863,Pancake 313,Appetizer,4,46,184
43619,Taco 994,Appetizer,4,51,204
71025,Croissant 811,Appetizer,4,114,456
63008,Taco 331,Breakfast,2,50,100
39601,Biryani 729,Main Course,4,44,176
93993,Curry 49,Breakfast,3,62,186
75367,Mansaf 466,Main Course,4,85,340
40948,Falafel 421,Soup,4,52,208
91396,Mansaf 466,Main Course,5,85,425
97022,Hamburger 477,Dessert,5,50,250
50700,Taco 203,Breakfast,3,59,177
67656,Hamburger 547,Soup,4,50,200
22934,Curry 261,Dessert,3,170,510
18174,Baklava 569,Main Course,2,125,250
47922,Hamburger 570,Soup,2,50,100
33425,Baklava 965,Appetizer,1,72,72
29939,Croissant 85,Dessert,4,80,320
39369,Pancake 414,Appetizer,4,134,536
74023,Pancake 727,Appetizer,5,88,440
19260,Shakshuka 442,Breakfast,3,95,285
26321,Baklava 891,Dessert,2,84,168
59266,Falafel 723,Main Course,3,93,279
49143,Baklava 284,Soup,5,74,370
20105,Paella 286,Soup,1,75,75
83509,Kunafa 252,Dessert,4,138,552
13236,Taco 996,Snack,2,85,170
31714,Croissant 271,Breakfast,4,86,344
20158,Kunafa 736,Dessert,4,174,696
66094,Mansaf 126,Main Course,2,122,244
79162,Taco 355,Soup,4,44,176
19952,Falafel 480,Main Course,4,86,344
20610,Paella 518,Appetizer,4,117,468
33149,Pancake 414,Appetizer,4,134,536
22325,Curry 648,Snack,5,68,340
88315,Harira 928,Soup,1,76,76
80292,Taco 741,Main Course,1,57,57
98691,Pancake 823,Soup,1,78,78
65294,Shakshuka 764,Breakfast,1,71,71
25446,Falafel 829,Appetizer,5,133,665
26578,Curry 743,Snack,3,70,210
74152,Falafel 138,Soup,4,50,200
40801,Hamburger 547,Soup,1,50,50
25377,Croissant 440,Main Course,4,113,452
48180,Falafel 602,Breakfast,2,97,194
43788,Pancake 2,Appetizer,4,67,268
10049,Pancake 208,Dessert,3,131,393
19721,Baklava 997,Soup,3,75,225
19740,Shakshuka 182,Breakfast,1,76,76
21352,Paella 241,Dessert,1,183,183
32099,Biryani 729,Main Course,4,44,176
12463,Taco 994,Appetizer,3,51,153
84736,Pancake 610,Soup,3,54,162
44579,Croissant 239,Snack,1,70,70
89946,Hamburger 499,Main Course,4,50,200
25711,Curry 781,Soup,2,61,122
16001,Pasta 157,Snack,5,56,280
88741,Pancake 905,Dessert,3,174,522
45944,Hummus 878,Appetizer,3,134,402
77800,Pasta 147,Appetizer,4,52,208
20055,Hamburger 119,Snack,2,50,100
15449,Croissant 483,Breakfast,2,74,148
94669,Falafel 181,Appetizer,3,92,276
50455,Pasta 257,Snack,1,80,80
52067,Croissant 737,Soup,5,79,395
18036,Curry 394,Snack,4,93,372
35728,Curry 783,Soup,3,50,150
62962,Tabbouleh 476,Salad,2,83,166
79796,Falafel 931,Breakfast,2,91,182
63727,Curry 540,Soup,3,51,153
19437,Hamburger 120,Breakfast,3,50,150
12408,Taco 453,Soup,5,73,365
40596,Falafel 94,Dessert,1,188,188
21713,Croissant 107,Dessert,5,122,610
32300,Shakshuka 637,Breakfast,5,97,485
86647,Shakshuka 710,Breakfast,1,72,72
34122,Taco 767,Appetizer,5,149,745
27811,Falafel 7,Soup,4,48,192
31780,Curry 976,Appetizer,5,91,455
48465,Kunafa 541,Dessert,2,187,374
27210,Paella 687,Soup,1,50,50
66308,Curry 261,Dessert,1,170,170
16335,Pancake 670,Snack,1,80,80
22008,Fattoush 199,Salad,2,103,206
11265,Pancake 313,Appetizer,3,46,138
60092,Hamburger 929,Breakfast,5,50,250
54631,Curry 848,Breakfast,4,82,328
42164,Hummus 341,Appetizer,1,86,86
54004,Falafel 805,Snack,2,87,174
68316,Taco 720,Soup,3,80,240
43847,Harira 203,Soup,4,53,212
87802,Pancake 506,Snack,4,67,268
54557,Croissant 811,Appetizer,5,114,570
74746,Kunafa 822,Dessert,1,88,88
36134,Hummus 341,Appetizer,5,86,430
39879,Pancake 617,Soup,1,59,59
66789,Tabbouleh 372,Salad,5,73,365
50501,Molokhia 981,Main Course,2,141,282
44140,Falafel 421,Breakfast,1,63,63
34929,Pasta 861,Appetizer,4,46,184
64994,Curry 82,Breakfast,4,65,260
49994,Baklava 840,Appetizer,5,148,740
42156,Hamburger 676,Breakfast,5,50,250
69467,Paella 954,Soup,4,68,272
24962,Curry 313,Dessert,4,186,744
27889,Baklava 28,Soup,5,40,200
59843,Falafel 673,Dessert,5,102,510
47108,Paella 495,Main Course,1,144,144
66553,Curry 944,Dessert,1,172,172
71813,Shish Barak,Main Course,2,44,88
46715,Harira 600,Soup,5,57,285
70007,Baklava 274,Snack,1,95,95
17631,Paella 930,Appetizer,3,147,441
53784,Baklava 891,Dessert,3,84,252
79183,Paella 860,Snack,1,74,74
72143,Pancake 138,Soup,3,77,231
74933,Baklava 577,Dessert,4,125,500
28951,Tabbouleh 372,Salad,5,73,365
21319,Paella 482,Snack,5,69,345
36001,Pancake 727,Appetizer,4,88,352
58316,Harira 476,Soup,5,71,355
16540,Shakshuka 846,Breakfast,1,64,64
86486,Pasta 407,Main Course,5,59,295
28008,Pancake 624,Appetizer,4,141,564
90598,Taco 574,Dessert,1,89,89
69838,Falafel 189,Breakfast,2,56,112
58834,Pancake 270,Soup,3,61,183
86348,Baklava 812,Dessert,1,80,80
51074,Taco 741,Main Course,2,57,114
92717,Mansaf 753,Main Course,1,127,127
57626,Pasta 835,Snack,3,95,285
84712,Tabbouleh 476,Salad,2,83,166
32667,Mansaf 387,Main Course,5,97,485
62440,Paella 650,Soup,5,78,390
60269,Curry 441,Soup,1,73,73
99206,Hamburger 712,Snack,3,50,150
76619,Kunafa 982,Dessert,3,190,570
50692,Pancake 236,Breakfast,4,92,368
51137,Tabbouleh 998,Salad,3,75,225
34536,Falafel 624,Soup,5,56,280
69986,Mansaf 387,Main Course,3,97,291
96118,Pasta 575,Snack,2,100,200
29803,Baklava 773,Snack,3,82,246
43831,Baklava 965,Appetizer,4,72,288
98246,Hamburger 477,Dessert,4,50,200
83612,Hamburger 411,Appetizer,1,50,50
15125,Tabbouleh 595,Salad,3,46,138
19304,Tabbouleh 794,Salad,4,95,380
90505,Pancake 987,Soup,4,74,296
58249,Pasta 309,Breakfast,3,56,168
18390,Hamburger 969,Dessert,4,50,200
21249,Pasta 275,Soup,1,77,77
27010,Pasta 782,Dessert,3,192,576
77260,Baklava 436,Dessert,5,127,635
38857,Taco 255,Main Course,4,46,184
94196,Paella 943,Main Course,4,60,240
70796,Baklava 890,Dessert,5,171,855
77974,Falafel 282,Soup,3,60,180
80353,Falafel 983,Appetizer,3,44,132
57259,Shakshuka 182,Breakfast,3,76,228
38385,Harira 782,Soup,4,51,204
80733,Paella 272,Appetizer,1,125,125
92031,Tabbouleh 943,Salad,3,136,408
21881,Hamburger 930,Dessert,5,50,250
45661,Croissant 535,Dessert,4,83,332
63218,Taco 948,Appetizer,2,137,274
92384,Paella 418,Soup,2,40,80
30905,Tabbouleh 475,Salad,2,87,174
48161,Pancake 55,Breakfast,4,64,256
84706,Curry 277,Appetizer,1,50,50
23404,Pancake 925,Soup,2,41,82
21080,Curry 441,Soup,3,73,219
50211,Paella 917,Main Course,5,52,260
71460,Hamburger 196,Main Course,2,50,100
99666,Pasta 545,Snack,3,84,252
89735,Taco 756,Snack,1,56,56
20029,Taco 338,Breakfast,4,50,200
76735,Shakshuka 671,Breakfast,2,78,156
56533,Tabbouleh 111,Salad,5,53,265
54439,Falafel 450,Breakfast,4,92,368
42345,Curry 757,Appetizer,2,69,138
35331,Paella 334,Dessert,5,108,540
36898,Falafel 921,Soup,5,60,300
26376,Taco 916,Main Course,1,134,134
51314,Shakshuka 183,Breakfast,4,95,380
41091,Pancake 931,Dessert,4,197,788
67014,Croissant 697,Soup,3,57,171
59778,Harira 188,Soup,2,51,102
16206,Shakshuka 637,Breakfast,2,97,194
53339,Taco 843,Soup,5,73,365
86473,Croissant 567,Dessert,4,152,608
71974,Curry 793,Snack,2,75,150
33831,Baklava 753,Appetizer,1,40,40
38314,Taco 346,Snack,1,68,68
94836,Hamburger 48,Dessert,4,50,200
28044,Curry 492,Dessert,2,163,326
61529,Pasta 316,Appetizer,4,144,576
40344,Baklava 618,Dessert,1,144,144
71812,Taco 722,Appetizer,1,42,42
10899,Pasta 217,Appetizer,5,43,215
50197,Pasta 833,Appetizer,1,118,118
49697,Pancake 378,Soup,3,72,216
89941,Falafel 421,Soup,2,52,104
45179,Fattoush 496,Salad,3,103,309
79225,Pancake 232,Snack,1,53,53
41072,Tabbouleh 111,Salad,3,53,159
74731,Taco 145,Breakfast,4,76,304
84910,Kunafa 175,Dessert,2,121,242
60105,Paella 286,Soup,1,75,75
99548,Pancake 10,Soup,1,76,76
48164,Biryani 146,Main Course,4,53,212
14332,Baklava 770,Dessert,1,191,191
17275,Harira 551,Soup,4,73,292
15635,Paella 171,Snack,1,73,73
86272,Harira 188,Soup,5,51,255
50269,Hamburger 757,Main Course,4,50,200
10546,Hamburger 929,Breakfast,4,50,200
67438,Falafel 971,Main Course,5,80,400
16545,Hamburger 658,Appetizer,2,50,100
12011,Croissant 718,Main Course,3,91,273
96879,Falafel 753,Appetizer,1,93,93
21471,Taco 585,Dessert,3,145,435
31011,Falafel 195,Breakfast,3,59,177
89579,Paella 374,Soup,1,78,78
29254,Paella 418,Soup,4,40,160
30951,Falafel 267,Dessert,3,186,558
71891,Molokhia 981,Main Course,3,141,423
59272,Shakshuka 384,Breakfast,3,67,201
57395,Biryani 939,Main Course,3,110,330
38856,Falafel 417,Dessert,1,101,101
89380,Curry 82,Breakfast,5,65,325
52190,Pancake 503,Breakfast,3,98,294
70253,Kunafa 660,Dessert,2,143,286
26006,Croissant 709,Appetizer,3,134,402
96114,Pancake 388,Dessert,2,123,246
52835,Kabsa,Main Course,4,44,176
57905,Pasta 834,Snack,2,79,158
39747,Pasta 324,Snack,3,100,300
50796,Baklava 630,Snack,3,69,207
94096,Pancake 773,Appetizer,3,147,441
57686,Falafel 805,Snack,2,87,174
80908,Pancake 741,Breakfast,5,87,435
74446,Curry 227,Soup,3,54,162
20986,Pancake 817,Main Course,1,134,134
87560,Fattoush 939,Salad,5,81,405
83795,Hamburger 737,Appetizer,5,50,250
47842,Baklava 890,Dessert,5,171,855
81599,Paella 954,Soup,3,68,204
16215,Taco 689,Breakfast,5,88,440
20836,Falafel 753,Appetizer,3,93,279
29565,Pancake 800,Dessert,2,193,386
51317,Baklava 900,Dessert,5,104,520
14487,Baklava 750,Dessert,2,168,336
16540,Taco 959,Dessert,4,123,492
10052,Kunafa 541,Dessert,1,187,187
38610,Tabbouleh 961,Salad,5,62,310
86681,Hamburger 451,Soup,1,50,50
17694,Curry 834,Main Course,2,128,256
67828,Taco 996,Snack,1,85,85
32556,Pancake 455,Appetizer,4,83,332
16837,Pasta 835,Snack,1,95,95
44607,Croissant 467,Breakfast,4,86,344
82260,Molokhia 197,Main Course,1,51,51
95352,Pancake 317,Appetizer,1,121,121
60532,Curry 718,Breakfast,5,64,320
25557,Hummus 280,Appetizer,2,104,208
35225,Croissant 751,Main Course,5,127,635
24188,Pancake 515,Soup,2,53,106
88303,Tabbouleh 356,Salad,3,134,402
83960,Paella 908,Main Course,2,48,96
99280,Baklava 737,Snack,4,74,296
21030,Hummus 197,Appetizer,1,99,99
74746,Molokhia 456,Main Course,1,122,122
81033,Baklava 908,Dessert,1,171,171
76076,Harira 635,Soup,3,51,153
36965,Pancake 905,Dessert,3,174,522
73111,Shawarma,Snack,1,92,92
18583,Baklava 194,Snack,3,73,219
31175,Curry 848,Breakfast,4,82,328
52088,Croissant 692,Appetizer,5,46,230
24517,Baklava 742,Soup,2,66,132
43404,Croissant 813,Breakfast,1,50,50
16553,Taco 616,Appetizer,4,46,184
24679,Hummus 744,Appetizer,3,54,162
98180,Molokhia 197,Main Course,3,51,153
74069,Hamburger 113,Dessert,4,50,200
41209,Croissant 737,Soup,4,79,316
18092,Pasta 985,Dessert,4,165,660
84166,Shawarma,Snack,4,92,368
15355,Shakshuka 710,Breakfast,3,72,216
63615,Molokhia 456,Main Course,2,122,244
33036,Falafel 17,Snack,5,84,420
97622,Baklava 742,Soup,5,66,330
51320,Kabsa,Main Course,1,44,44
98738,Tabbouleh 595,Salad,2,46,92
98812,Kunafa 822,Dessert,1,88,88
95316,Curry 427,Dessert,5,198,990
94326,Hamburger 113,Dessert,4,50,200
81682,Fattoush 110,Salad,5,144,720
52359,Curry 540,Soup,1,51,51
21102,Curry 994,Dessert,2,151,302
15001,Hamburger 722,Main Course,4,50,200
86697,Curry 441,Soup,5,73,365
85720,Croissant 407,Main Course,4,80,320
79516,Hamburger 373,Snack,3,50,150
78817,Pancake 635,Appetizer,3,66,198
43136,Taco 387,Snack,3,55,165
91955,Hummus 477,Appetizer,3,92,276
24887,Shakshuka 677,Breakfast,1,78,78
87174,Taco 376,Soup,4,58,232
59727,Shakshuka 285,Breakfast,5,81,405
47282,Curry 943,Breakfast,2,67,134
83574,Baklava 518,Snack,1,68,68
67104,Tabbouleh 749,Salad,3,108,324
17883,Biryani 623,Main Course,1,53,53
42007,Baklava 385,Snack,5,65,325
17990,Paella 918,Breakfast,5,84,420
63275,Shakshuka 663,Breakfast,1,66,66
95394,Fattoush 727,Salad,1,138,138
76359,Pancake 10,Soup,5,76,380
67506,Hamburger 220,Main Course,5,50,250
40313,Taco 104,Appetizer,3,102,306
38702,Paella 451,Dessert,1,135,135
58660,Kunafa 736,Dessert,3,174,522
76299,Molokhia 546,Main Course,4,74,296
14867,Pancake 570,Breakfast,5,70,350
15639,Baklava 643,Soup,2,72,144
67446,Falafel 921,Soup,3,60,180
53443,Falafel 598,Main Course,3,118,354
38919,Paella 936,Dessert,4,86,344
22081,Curry 648,Snack,1,68,68
51942,Paella 930,Appetizer,3,147,441
95570,Fattoush 923,Salad,5,144,720
86961,Shakshuka 193,Breakfast,5,55,275
67406,Pancake 208,Dessert,3,131,393
82013,Pasta 575,Snack,3,100,300
73219,Shakshuka 147,Breakfast,2,68,136
75231,Paella 15,Breakfast,5,54,270
55768,Shakshuka 285,Breakfast,2,81,162
20538,Paella 936,Dessert,2,86,172
94153,Falafel 568,Dessert,1,83,83
42634,Paella 741,Breakfast,1,97,97
45888,Hummus 280,Appetizer,5,104,520
29948,Mansaf 113,Main Course,2,94,188
68752,Pancake 162,Snack,2,88,176
24666,Hummus 878,Appetizer,4,134,536
31489,Pancake 375,Breakfast,2,93,186
53468,Falafel 480,Main Course,1,86,86
34311,Pasta 359,Snack,3,58,174
33915,Pasta 139,Breakfast,4,95,380
41218,Fattoush 923,Salad,1,144,144
91497,Falafel 177,Soup,2,79,158
41208,Paella 54,Snack,4,50,200
68331,Mansaf 113,Main Course,5,94,470
33972,Paella 54,Main Course,3,92,276
45987,Croissant 925,Snack,5,52,260
86949,Taco 258,Snack,5,93,465
51204,Croissant 990,Breakfast,5,56,280
15956,Fattoush 536,Salad,4,52,208
27231,Pasta 834,Snack,5,79,395
73568,Tabbouleh 111,Salad,4,53,212
52899,Pasta 553,Appetizer,5,118,590
81860,Baklava 445,Snack,3,76,228
98568,Paella 403,Appetizer,3,83,249
66084,Falafel 290,Main Course,4,108,432
79987,Tabbouleh,Salad,4,70,280
55710,Hamburger 812,Snack,5,50,250
17178,Baklava 168,Main Course,2,60,120
22263,Pasta 928,Soup,2,73,146
70991,Hamburger 796,Appetizer,2,50,100
67009,Falafel 921,Soup,3,60,180
54796,Fattoush 788,Salad,2,122,244
71621,Hummus 705,Appetizer,2,148,296
91130,Harira 600,Soup,1,57,57
39911,Tabbouleh 998,Salad,4,75,300
86920,Molokhia 704,Main Course,2,48,96
42715,Curry 540,Soup,1,51,51
19131,Paella 518,Appetizer,1,117,117
52330,Hamburger 698,Snack,2,50,100
93196,Pasta 640,Main Course,2,127,254
42644,Baklava 773,Appetizer,4,68,272
38014,Croissant 393,Soup,1,44,44
32172,Biryani 449,Main Course,2,99,198
91502,Taco 996,Snack,5,85,425
33333,Pancake 43,Soup,3,71,213
51428,Hamburger 122,Main Course,4,50,200
88744,Hamburger 605,Snack,3,50,150
88968,Biryani 449,Main Course,1,99,99
94734,Baklava 773,Appetizer,5,121,605
78376,Baklava 982,Dessert,1,152,152
98355,Pancake 506,Snack,2,67,134
56572,Paella 260,Dessert,2,113,226
98797,Croissant 440,Main Course,1,113,113
29539,Pasta 359,Snack,4,58,232
54920,Taco 959,Dessert,4,123,492
39333,Croissant 998,Dessert,3,193,579
84883,Croissant 668,Main Course,3,67,201
63409,Curry 625,Dessert,5,127,635
33576,Pasta 531,Dessert,2,191,382
69072,Baklava 759,Appetizer,2,109,218
72843,Hamburger 120,Breakfast,4,50,200
14558,Pancake 905,Dessert,5,174,870
20002,Baklava 297,Breakfast,1,80,80
27536,Croissant 146,Main Course,4,56,224
84608,Hamburger 760,Snack,1,50,50
72957,Hamburger 48,Dessert,2,50,100
72184,Hummus 744,Appetizer,2,54,108
19288,Paella 890,Dessert,1,163,163
19839,Hamburger 125,Main Course,2,50,100
20385,Pancake 610,Soup,4,54,216
89270,Falafel 55,Breakfast,4,62,248
69654,Kunafa 660,Dessert,1,143,143
17880,Falafel 216,Dessert,3,186,558
83178,Paella 896,Breakfast,2,52,104
63921,Croissant 230,Main Course,3,76,228
17787,Baklava 569,Main Course,3,125,375
89163,Falafel 55,Main Course,3,48,144
76443,Paella 639,Main Course,4,84,336
47893,Hummus 314,Appetizer,5,139,695
81480,Molokhia 124,Main Course,5,134,670
61046,Curry 907,Soup,1,66,66
